video,miss_rate,bin,miss_frac
1519,0.03,235,0.0
1519,0.03,236,0.0
1519,0.03,237,0.0
1519,0.03,238,0.0
1519,0.03,239,0.0
1519,0.03,240,0.0
1519,0.03,241,0.0
1519,0.03,242,0.0
1519,0.03,243,0.0
1519,0.03,244,0.0
1519,0.03,245,0.0
1519,0.03,246,0.0
1519,0.03,247,0.0
1519,0.03,248,0.0
1519,0.03,249,0.0
1519,0.03,250,0.0
1519,0.03,251,0.0
1519,0.03,252,0.0
1519,0.03,253,0.0
1519,0.03,254,0.0
1519,0.03,255,0.0
1519,0.03,256,0.0
1519,0.03,257,0.0
1519,0.03,258,0.0
1519,0.03,259,0.0
1519,0.03,260,0.0
1519,0.03,261,0.0
1519,0.03,262,0.0
1519,0.03,263,0.0
1519,0.03,264,0.0
1519,0.03,265,0.0
1519,0.03,266,0.0
1519,0.03,267,0.5
1519,0.03,268,0.2857
1519,0.03,269,0.0
1519,0.03,270,0.0
1519,0.03,271,0.0
1519,0.03,272,0.0
1519,0.03,273,0.0
1519,0.03,274,0.0
1519,0.03,275,0.0
1519,0.03,276,0.0
1519,0.03,277,0.0
1519,0.03,278,0.0
1519,0.03,279,0.0
1519,0.03,280,0.0
1519,0.03,281,0.0
1519,0.03,282,0.0
1519,0.03,283,0.0
1519,0.03,284,0.0
1519,0.03,285,0.0
1519,0.03,286,0.0
1519,0.03,287,0.0
1519,0.03,288,0.0
1519,0.03,289,0.0
1519,0.03,290,0.0
1519,0.03,291,0.0
1519,0.03,292,0.0
1519,0.03,293,0.0
1519,0.03,294,0.0
1519,0.03,295,0.0
1519,0.03,296,0.0
1519,0.03,297,0.0
1519,0.03,298,0.0
1519,0.03,299,0.0
1519,0.03,300,0.0
1519,0.03,301,0.0
1519,0.03,302,0.0
1519,0.03,303,0.0
1519,0.03,304,0.0
1519,0.03,305,0.0
1519,0.03,306,0.0
1519,0.03,307,0.0
1519,0.03,308,0.0
1519,0.03,309,0.0
1519,0.03,310,0.0
1519,0.03,311,0.0
1519,0.03,312,0.0
1519,0.03,313,0.0
1519,0.03,314,0.0
1519,0.03,315,0.0
1519,0.03,316,0.0
1519,0.03,317,0.0
1519,0.03,318,0.0
1519,0.03,319,0.0
1519,0.03,320,0.0
1519,0.03,321,0.0
1519,0.03,322,0.0
1519,0.03,323,0.0
1519,0.03,324,0.0
1519,0.03,325,0.0
1519,0.03,326,0.0
1519,0.03,327,0.0
1519,0.03,328,0.0
1519,0.03,329,0.0
1519,0.03,330,0.0
1519,0.03,331,0.0
1519,0.03,332,0.0
1519,0.03,333,0.0
1519,0.03,334,0.0
1519,0.03,335,0.0
1519,0.03,336,0.0
1519,0.03,337,0.0
1519,0.03,338,0.0
1519,0.03,339,0.0
1519,0.03,340,0.0
1519,0.03,341,0.0
1519,0.03,342,0.0
1519,0.03,343,0.0
1519,0.03,344,0.0
1519,0.03,345,0.0
1519,0.03,346,0.0
1519,0.03,347,0.0
1519,0.03,348,0.0
1519,0.03,349,0.0
1519,0.03,350,0.0
1519,0.03,351,0.0
1519,0.03,352,0.0
1519,0.03,353,0.0
1519,0.03,354,0.0
1519,0.03,355,0.0
1519,0.03,356,0.0
1519,0.03,357,0.0
1519,0.03,358,0.0
1519,0.03,359,0.0
1519,0.03,360,0.0
1519,0.03,361,0.0
1519,0.03,362,0.0
1519,0.03,363,0.0
1519,0.03,364,0.0
1519,0.03,365,0.0
1519,0.03,366,0.0
1519,0.03,367,0.0
1519,0.03,368,0.0
1519,0.03,369,0.0
1519,0.03,370,0.0
1519,0.03,371,0.0
1519,0.03,372,0.0
1519,0.03,373,0.0
1519,0.03,374,0.0
1519,0.03,375,0.0
1519,0.03,376,0.0
1519,0.03,377,0.0
1519,0.03,378,0.0
1519,0.03,379,0.0
1519,0.03,380,0.0
1519,0.03,381,0.0
1519,0.03,382,0.0
1519,0.03,383,0.0
1519,0.03,384,0.0
1519,0.03,385,0.0
1519,0.03,386,0.0
1519,0.03,387,0.0
1519,0.03,388,0.0
1519,0.03,389,0.0
1519,0.03,390,0.0
1519,0.03,391,0.0
1519,0.03,392,0.0
1519,0.03,393,0.0
1519,0.03,394,0.0
1519,0.03,395,0.0
1519,0.03,396,0.0
1519,0.03,397,0.0
1519,0.03,398,0.0
1519,0.03,399,0.0
1519,0.03,400,0.0
1519,0.03,401,0.0
1519,0.03,402,0.0
1519,0.03,403,0.0
1519,0.03,404,0.0
1519,0.03,405,0.0
1519,0.03,406,0.0
1519,0.03,407,0.0
1519,0.03,408,0.0
1519,0.03,409,0.0
1519,0.03,410,0.0
1519,0.03,411,0.0
1519,0.03,412,0.0
1519,0.03,413,0.0
1519,0.03,414,0.0
1519,0.03,415,0.0
1519,0.03,416,0.0
1519,0.03,417,0.0
1519,0.03,418,0.0
1519,0.03,419,0.0
1519,0.03,420,0.0
1519,0.03,421,0.0
1519,0.03,422,0.0
1519,0.03,423,0.8571
1519,0.03,424,0.75
1519,0.03,425,0.2857
1519,0.03,426,0.0
1519,0.03,427,0.0
1519,0.03,428,0.0
1519,0.03,429,0.0
1519,0.03,430,0.0
1519,0.03,431,0.0
1519,0.03,432,0.0
1519,0.03,433,0.0
1519,0.03,434,0.0
1519,0.03,435,0.0
1519,0.03,436,0.0
1519,0.03,437,0.0
1519,0.03,438,0.0
1519,0.03,439,0.0
1519,0.03,440,0.0
1519,0.03,441,0.0
1519,0.03,442,0.0
1519,0.03,443,0.0
1519,0.03,444,0.0
1519,0.03,445,0.0
1519,0.03,446,0.25
1519,0.03,447,0.0
1519,0.03,448,0.0
1519,0.03,449,0.0
1519,0.03,450,0.0
1519,0.03,451,0.0
1519,0.03,452,0.0
1519,0.03,453,0.0
1519,0.03,454,0.0
1519,0.03,455,0.0
1519,0.03,456,0.0
1519,0.03,457,0.0
1519,0.03,458,0.0
1519,0.03,459,0.0
1519,0.03,460,0.0
1519,0.03,461,0.0
1519,0.03,462,0.0
1519,0.03,463,0.0
1519,0.03,464,0.0
1519,0.03,465,0.0
1519,0.03,466,0.0
1519,0.03,467,0.0
1519,0.03,468,0.0
1519,0.03,469,0.2857
1519,0.03,470,0.0
1519,0.03,471,0.0
1519,0.03,472,0.0
1519,0.03,473,0.0
1519,0.03,474,0.0
1519,0.03,475,0.0
1519,0.03,476,0.0
1519,0.03,477,0.0
1519,0.03,478,0.0
1519,0.03,479,0.0
1519,0.03,480,0.0
1519,0.03,481,0.0
1519,0.03,482,0.0
1519,0.03,483,0.0
1519,0.03,484,0.0
1519,0.03,485,0.0
1519,0.03,486,0.0
1519,0.03,487,0.0
1519,0.03,488,0.0
1519,0.03,489,0.0
1519,0.03,490,0.0
1519,0.03,491,0.0
1519,0.03,492,0.0
1519,0.03,493,0.0
1519,0.03,494,0.0
1519,0.03,495,0.0
1519,0.03,496,0.0
1519,0.03,497,0.0
1519,0.03,498,0.0
1519,0.03,499,0.0
1519,0.03,500,0.0
1519,0.03,501,0.0
1519,0.03,502,0.0
1519,0.03,503,0.0
1519,0.03,504,0.0
1519,0.03,505,0.0
1519,0.03,506,0.5
1519,0.03,507,0.0
1519,0.03,508,0.0
1519,0.03,509,0.0
1519,0.03,510,0.0
1519,0.03,511,0.0
1519,0.03,512,0.0
1519,0.03,513,0.0
1519,0.03,514,0.0
1519,0.03,515,0.0
1519,0.03,516,0.0
1519,0.03,517,0.0
1519,0.03,518,0.0
1519,0.03,519,0.0
1519,0.03,520,0.0
1519,0.03,521,0.0
1519,0.03,522,0.0
1519,0.03,523,0.0
1519,0.03,524,0.0
1519,0.03,525,0.0
1519,0.03,526,0.0
1519,0.03,527,0.0
1519,0.03,528,0.0
1519,0.03,529,0.0
1519,0.03,530,0.0
1519,0.03,531,0.0
1519,0.03,532,0.0
1519,0.03,533,0.0
1519,0.03,534,0.0
1519,0.03,535,0.0
1519,0.03,536,0.0
1519,0.03,537,0.0
1519,0.03,538,0.0
1519,0.03,539,0.0
1519,0.03,540,0.0
1519,0.03,541,0.0
1519,0.03,542,0.0
1519,0.03,543,0.0
1519,0.03,544,0.0
1519,0.03,545,0.0
1519,0.03,546,0.0
1519,0.03,547,0.0
1519,0.03,548,0.0
1519,0.03,549,0.0
1519,0.03,550,0.0
1519,0.03,551,0.0
1519,0.03,552,0.0
1519,0.03,553,0.0
1519,0.03,554,0.0
1519,0.03,555,0.0
1519,0.03,556,0.0
1519,0.03,557,0.0
1519,0.03,558,0.0
1519,0.03,559,0.0
1519,0.03,560,0.0
1519,0.03,561,0.0
1519,0.03,562,0.0
1519,0.03,563,0.0
1519,0.03,564,0.0
1519,0.03,565,0.0
1519,0.03,566,0.0
1519,0.03,567,0.0
1519,0.03,568,0.0
1519,0.03,569,0.0
1519,0.03,570,0.0
1519,0.03,571,0.0
1519,0.03,572,0.0
1519,0.03,573,0.0
1519,0.03,574,0.0
1519,0.03,575,0.0
1519,0.03,576,0.0
1519,0.03,577,0.0
1519,0.03,578,0.0
1519,0.03,579,0.0
1519,0.03,580,0.0
1519,0.03,581,0.0
1519,0.03,582,0.0
1519,0.03,583,0.0
1519,0.03,584,0.0
1519,0.03,585,0.0
1519,0.03,586,0.0
1519,0.03,587,0.0
1519,0.03,588,0.0
1519,0.03,589,0.0
1519,0.03,590,0.0
1519,0.03,591,0.0
1519,0.03,592,0.0
1519,0.03,593,0.0
1519,0.03,594,0.0
1519,0.03,595,0.0
1519,0.03,596,0.0
1519,0.03,597,0.0
1519,0.03,598,0.0
1519,0.03,599,0.0
1519,0.03,600,0.0
1519,0.03,601,0.0
1519,0.03,602,0.0
1519,0.03,603,0.0
1519,0.03,604,0.0
1519,0.03,605,0.0
1519,0.03,606,0.0
1519,0.03,607,0.0
1519,0.03,608,0.0
1519,0.03,609,0.0
1519,0.03,610,0.0
1519,0.03,611,0.0
1519,0.03,612,0.0
1519,0.03,613,0.0
1519,0.03,614,0.0
1519,0.03,615,0.8571
1519,0.03,616,1.0
1519,0.03,617,1.0
1519,0.03,618,0.4286
1519,0.03,619,1.0
1519,0.03,620,1.0
1519,0.03,621,1.0
1519,0.03,622,0.375
1519,0.03,623,0.0
1519,0.03,624,0.0
1519,0.03,625,0.0
1519,0.03,626,0.0
1519,0.03,627,0.0
1519,0.03,628,0.0
1519,0.03,629,0.0
1519,0.03,630,0.0
1519,0.03,631,0.0
1519,0.03,632,0.0
1519,0.03,633,0.0
1519,0.03,634,0.0
1519,0.03,635,0.1429
1519,0.03,636,0.0
1519,0.03,637,0.0
1519,0.03,638,0.0
1519,0.03,639,0.0
1519,0.03,640,0.0
1519,0.03,641,0.0
1519,0.03,642,0.0
1519,0.03,643,0.0
1519,0.03,644,0.0
1519,0.03,645,0.0
1519,0.03,646,0.0
1519,0.03,647,0.0
1519,0.03,648,0.0
1519,0.03,649,0.0
1519,0.03,650,0.0
1519,0.03,651,0.0
1519,0.03,652,0.0
1519,0.03,653,0.0
1519,0.03,654,0.0
1519,0.03,655,0.0
1519,0.03,656,0.0
1519,0.03,657,0.0
1519,0.03,658,0.0
1519,0.03,659,0.0
1519,0.03,660,0.0
1519,0.03,661,0.0
1519,0.03,662,0.0
1519,0.03,663,0.0
1519,0.03,664,0.0
1519,0.03,665,0.0
1519,0.03,666,0.0
1519,0.03,667,0.0
1519,0.03,668,0.0
1519,0.03,669,0.0
1519,0.03,670,0.0
1519,0.03,671,0.0
1519,0.03,672,0.0
1519,0.03,673,0.0
1519,0.03,674,0.0
1519,0.03,675,0.0
1519,0.03,676,0.0
1519,0.03,677,0.0
1519,0.03,678,0.0
1519,0.03,679,0.0
1519,0.03,680,0.0
1519,0.03,681,0.0
1519,0.03,682,0.0
1519,0.03,683,0.0
1519,0.03,684,0.0
1519,0.03,685,0.0
1519,0.03,686,0.0
1519,0.03,687,0.0
1519,0.03,688,0.0
1519,0.03,689,0.0
1519,0.03,690,0.0
1519,0.03,691,0.0
1519,0.03,692,0.0
1519,0.03,693,0.0
1519,0.03,694,0.0
1519,0.03,695,0.0
1519,0.03,696,0.0
1519,0.03,697,0.0
1519,0.03,698,0.0
1519,0.03,699,0.0
1519,0.03,700,0.0
1519,0.03,701,0.0
1519,0.03,702,0.0
1519,0.03,703,0.2857
1519,0.03,704,0.0
1519,0.03,705,0.0
1519,0.03,706,0.0
1519,0.03,707,0.0
1519,0.03,708,0.0
1519,0.03,709,0.0
1519,0.03,710,0.0
1519,0.03,711,0.0
1519,0.03,712,0.0
1519,0.03,713,0.0
1519,0.03,714,0.0
1519,0.03,715,0.0
1519,0.03,716,0.0
1519,0.03,717,0.0
1519,0.03,718,0.0
1519,0.03,719,0.0
1519,0.03,720,0.0
1519,0.03,721,0.0
1519,0.03,722,0.0
1519,0.03,723,0.0
1519,0.03,724,0.0
1519,0.03,725,0.0
1519,0.03,726,0.0
1519,0.03,727,0.0
1519,0.03,728,0.0
1519,0.03,729,0.0
1519,0.03,730,0.0
1519,0.03,731,0.0
1519,0.03,732,0.0
1519,0.03,733,0.0
1519,0.03,734,0.0
1519,0.03,735,0.0
1519,0.03,736,0.0
1519,0.03,737,0.0
1519,0.03,738,0.0
1519,0.03,739,0.0
1519,0.03,740,0.0
1519,0.03,741,0.0
1519,0.03,742,0.0
1519,0.03,743,0.0
1519,0.03,744,0.0
1519,0.03,745,0.0
1519,0.03,746,0.0
1519,0.03,747,0.0
1519,0.03,748,0.0
1519,0.03,749,0.0
1519,0.03,750,0.0
1519,0.03,751,0.0
1519,0.03,752,0.0
1519,0.03,753,0.0
1519,0.03,754,0.0
1519,0.03,755,0.0
1519,0.03,756,0.0
1519,0.03,757,0.0
1519,0.03,758,0.0
1519,0.03,759,0.0
1519,0.03,760,0.0
1519,0.03,761,0.0
1519,0.03,762,0.0
1519,0.03,763,0.0
1519,0.03,764,0.0
1519,0.03,765,0.0
1519,0.03,766,0.0
1519,0.03,767,0.0
1519,0.03,768,0.0
1519,0.03,769,0.0
1519,0.03,770,0.0
1519,0.03,771,0.0
1519,0.03,772,0.0
1519,0.03,773,0.0
1519,0.03,774,0.0
1519,0.03,775,0.2857
1519,0.03,776,0.875
1519,0.03,777,1.0
1519,0.03,778,0.4286
1519,0.03,779,0.25
1519,0.03,780,0.0
1519,0.03,781,0.0
1519,0.03,782,0.0
1519,0.03,783,0.0
1519,0.03,784,0.0
1519,0.03,785,0.0
1519,0.03,786,0.0
1519,0.03,787,0.125
1519,0.03,788,0.0
1519,0.03,789,0.0
1519,0.03,790,0.0
1519,0.03,791,0.0
1519,0.03,792,0.0
1519,0.03,793,0.0
1519,0.03,794,0.0
1519,0.03,795,0.0
1519,0.03,796,0.0
1519,0.03,797,0.0
1519,0.03,798,0.0
1519,0.03,799,0.0
1519,0.03,800,0.0
1519,0.03,801,0.0
1519,0.03,802,0.0
1519,0.03,803,0.0
1519,0.03,804,0.0
1519,0.03,805,0.0
1519,0.03,806,0.0
1519,0.03,807,0.0
1519,0.03,808,0.0
1519,0.03,809,0.0
1519,0.03,810,0.0
1519,0.03,811,0.0
1519,0.03,812,0.0
1519,0.03,813,0.0
1519,0.03,814,0.0
1519,0.03,815,0.0
1519,0.03,816,0.0
1519,0.03,817,0.0
1519,0.03,818,0.0
1519,0.03,819,0.0
1519,0.03,820,0.0
1519,0.03,821,0.0
1519,0.03,822,0.0
1519,0.03,823,0.0
1519,0.03,824,0.0
1519,0.03,825,0.0
1519,0.03,826,0.0
1519,0.03,827,0.0
1519,0.03,828,0.0
1519,0.03,829,0.0
1519,0.03,830,0.0
1519,0.03,831,0.0
1519,0.03,832,0.0
1519,0.03,833,0.0
1519,0.03,834,0.0
1519,0.03,835,0.0
1519,0.03,836,0.0
1519,0.03,837,0.0
1519,0.03,838,0.0
1519,0.03,839,0.0
1519,0.03,840,0.0
1519,0.03,841,0.2857
1519,0.03,842,0.0
1519,0.03,843,0.0
1519,0.03,844,0.0
1519,0.03,845,0.0
1519,0.03,846,0.0
1519,0.03,847,0.0
1519,0.03,848,0.0
1519,0.03,849,0.0
1519,0.03,850,0.0
1519,0.03,851,0.0
1519,0.03,852,0.0
1519,0.03,853,0.0
1519,0.03,854,0.0
1519,0.03,855,0.0
1519,0.03,856,0.0
1519,0.03,857,0.0
1519,0.03,858,0.0
1519,0.03,859,0.0
1519,0.03,860,0.0
1519,0.03,861,0.0
1519,0.03,862,0.0
1519,0.03,863,0.0
1519,0.03,864,0.0
1519,0.03,865,0.0
1519,0.03,866,0.0
1519,0.03,867,0.0
1519,0.03,868,0.0
1519,0.03,869,0.0
1519,0.03,870,0.0
1519,0.03,871,0.0
1519,0.03,872,0.0
1519,0.03,873,0.0
1519,0.03,874,0.0
1519,0.03,875,0.0
1519,0.03,876,0.0
1519,0.03,877,0.0
1519,0.03,878,0.0
1519,0.03,879,0.0
1519,0.03,880,0.0
1519,0.03,881,0.0
1519,0.03,882,0.0
1519,0.03,883,0.8571
1519,0.03,884,0.375
1519,0.03,885,0.0
1519,0.03,886,0.0
1519,0.03,887,0.0
1519,0.03,888,0.0
1519,0.03,889,0.0
1519,0.03,890,0.0
1519,0.03,891,0.0
1519,0.03,892,0.625
1519,0.03,893,0.4286
1519,0.03,894,0.5714
1519,0.03,895,1.0
1519,0.03,896,0.2857
1519,0.03,897,0.1429
1519,0.03,898,0.25
1519,0.03,899,0.0
1519,0.03,900,0.0
1519,0.03,901,0.0
1519,0.03,902,0.0
1519,0.03,903,0.0
1519,0.03,904,0.0
1519,0.03,905,0.0
1519,0.03,906,0.0
1519,0.03,907,0.0
1519,0.03,908,0.0
1519,0.03,909,0.0
1519,0.03,910,0.0
1519,0.03,911,0.0
1519,0.03,912,0.0
1519,0.03,913,0.0
1519,0.03,914,0.0
1519,0.03,915,0.0
1519,0.03,916,0.0
1519,0.03,917,0.0
1519,0.03,918,0.0
1519,0.03,919,0.0
1519,0.03,920,0.0
1519,0.03,921,0.0
1519,0.03,922,0.0
1519,0.03,923,0.0
1519,0.03,924,0.0
1519,0.03,925,0.0
1519,0.03,926,0.0
1519,0.03,927,0.0
1519,0.03,928,0.0
1519,0.03,929,0.0
1519,0.03,930,0.0
1519,0.03,931,0.0
1519,0.03,932,0.0
1519,0.03,933,0.0
1519,0.03,934,0.0
1519,0.03,935,0.0
1519,0.03,936,0.0
1519,0.03,937,0.0
1519,0.03,938,0.0
1519,0.03,939,0.0
1519,0.03,940,0.0
1519,0.03,941,0.0
1519,0.03,942,0.0
1519,0.03,943,0.0
1519,0.03,944,0.0
1519,0.03,945,0.0
1519,0.03,946,0.0
1519,0.03,947,0.0
1519,0.03,948,0.0
1519,0.03,949,0.0
1519,0.03,950,0.0
1519,0.03,951,0.0
1519,0.03,952,0.0
1519,0.03,953,0.0
1519,0.03,954,0.0
1519,0.03,955,0.0
1519,0.03,956,0.0
1519,0.03,957,0.0
1519,0.03,958,0.0
1519,0.03,959,0.0
1519,0.03,960,0.0
1519,0.03,961,0.0
1519,0.03,962,0.0
1519,0.03,963,0.0
1519,0.03,964,0.0
1519,0.03,965,0.0
1519,0.03,966,0.0
1519,0.03,967,0.0
1519,0.03,968,0.0
1519,0.03,969,0.0
1519,0.03,970,0.0
1519,0.03,971,0.0
1519,0.03,972,0.0
1519,0.03,973,0.0
1519,0.03,974,0.0
1519,0.03,975,0.0
1519,0.03,976,0.0
1519,0.03,977,0.0
1519,0.03,978,0.0
1519,0.03,979,0.0
1519,0.03,980,0.0
1519,0.03,981,0.0
1519,0.03,982,0.0
1519,0.03,983,0.0
1519,0.03,984,0.0
1519,0.03,985,0.0
1519,0.03,986,0.0
1519,0.03,987,0.0
1519,0.03,988,0.0
1519,0.03,989,0.0
1519,0.03,990,0.0
1519,0.03,991,0.0
1519,0.03,992,0.0
1519,0.03,993,0.0
1519,0.03,994,0.0
1519,0.03,995,0.0
1519,0.03,996,0.0
1519,0.03,997,0.0
1519,0.03,998,0.0
1519,0.03,999,0.0
1519,0.03,1000,0.0
1519,0.03,1001,0.0
1519,0.03,1002,0.0
1519,0.03,1003,0.0
1519,0.03,1004,0.0
1519,0.03,1005,0.0
1519,0.03,1006,0.0
1519,0.03,1007,0.0
1519,0.03,1008,0.0
1519,0.03,1009,0.0
1519,0.03,1010,0.0
1519,0.03,1011,0.0
1519,0.03,1012,0.0
1519,0.03,1013,0.0
1519,0.03,1014,0.0
1519,0.03,1015,0.0
1519,0.03,1016,0.0
1519,0.03,1017,0.0
1519,0.03,1018,0.5714
1519,0.03,1019,0.125
1519,0.03,1020,0.0
1519,0.03,1021,0.0
1519,0.03,1022,0.0
1519,0.03,1023,0.0
1519,0.03,1024,0.0
1519,0.03,1025,0.0
1519,0.03,1026,0.0
1519,0.03,1027,0.0
1519,0.03,1028,0.0
1519,0.03,1029,0.0
1519,0.03,1030,0.0
1519,0.03,1031,0.0
1519,0.03,1032,0.0
1519,0.03,1033,0.0
1519,0.03,1034,0.0
1519,0.03,1035,0.0
1519,0.03,1036,0.0
1519,0.03,1037,0.0
1519,0.03,1038,0.0
1519,0.03,1039,0.0
1519,0.03,1040,0.0
1519,0.03,1041,0.0
1519,0.03,1042,0.0
1519,0.03,1043,0.0
1519,0.03,1044,0.0
1519,0.03,1045,0.0
1519,0.03,1046,0.0
1519,0.03,1047,0.0
1519,0.03,1048,0.0
1519,0.03,1049,0.25
1519,0.03,1050,1.0
1519,0.03,1051,1.0
1519,0.03,1052,1.0
1519,0.03,1053,1.0
1519,0.03,1054,0.5714
1519,0.03,1055,0.625
1519,0.03,1056,0.0
1519,0.03,1057,0.0
1519,0.03,1058,0.0
1519,0.03,1059,0.0
1519,0.03,1060,0.0
1519,0.03,1061,0.0
1519,0.03,1062,0.0
1519,0.03,1063,0.0
1519,0.03,1064,0.0
1519,0.03,1065,0.0
1519,0.03,1066,0.0
